file,time_seconds,status
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02968.lean,23.084352000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02970.lean,31.475340000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02972.lean,38.086922000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02974.lean,36.925088000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02976.lean,41.420588000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02978.lean,37.523754000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02980.lean,42.527540000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02982.lean,42.984463000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02984.lean,54.286037000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02986.lean,60.037862000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02988.lean,4.715473000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02990.lean,11.767947000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02992.lean,11.230265000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02994.lean,17.318108000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02996.lean,21.453056000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//02998.lean,29.440107000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03000.lean,23.783939000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03002.lean,32.539760000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03004.lean,42.643628000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03006.lean,37.026529000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03008.lean,39.586803000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03010.lean,42.990451000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03012.lean,45.784748000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03014.lean,51.780986000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03016.lean,55.388279000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03018.lean,60.040413000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03020.lean,5.301758000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03022.lean,17.315447000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03024.lean,12.769701000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03026.lean,19.192327000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03028.lean,23.522467000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03030.lean,34.730242000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03032.lean,27.338859000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03034.lean,43.311511000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03036.lean,38.464594000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03038.lean,51.266260000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03040.lean,53.774020000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03042.lean,48.660233000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03044.lean,51.283445000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03046.lean,122.679051000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03048.lean,60.045368000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03050.lean,60.060746000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03052.lean,10.799899000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03054.lean,21.258030000,error
